"","Year","Age","Height","Weight","Sprint_40yd","Vertical_Jump","Bench_Press_Reps","Broad_Jump","Agility_3cone","Shuttle","BMI","Player_Typedefense","Player_Typeoffense","Player_Typespecial_teams","Position_Typedefensive_back","Position_Typedefensive_lineman","Position_Typekicking_specialist","Position_Typeline_backer","Position_Typeoffensive_lineman","Position_Typeother_special","PositionCB","PositionDB","PositionDE","PositionDT","PositionFB","PositionFS","PositionILB","PositionK","PositionLS","PositionOG","PositionOLB","PositionOT","PositionP","PositionQB","PositionRB","PositionS","PositionSS","PositionTE","PositionWR","Drafted"
"2888",0.5,0.4,0.352941176470588,0.340909091211999,0.280898876404494,0.690909090909091,0.388107607292942,0.608695652173913,0.22463768115942,0.339338590378385,0.417486568718962,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2554",0.2,0.4,0.470588235294118,0.69545454526278,0.398876404494382,0.327272727272727,0.680851063829787,0.202898550724638,0.485507246376812,0.462857142857143,0.790362082257865,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3084",0.7,0.4,0.294117647058823,0.240909090981516,0.297752808988764,0.672727272727273,0.127659574468085,0.608695652173913,0.326086956521739,0.194285714285715,0.319626829238451,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2819",0.5,0.3,0.588235294117647,0.377272726985306,0.241573033707865,0.636363636363636,0.340425531914894,0.623188405797101,0.231884057971014,0.245714285714286,0.320234949217766,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"393",0.1,0.4,0.705882352941176,0.827272727822061,0.573033707865169,0.363636363636364,0.531914893617021,0.202898550724638,0.568840579710145,0.64,0.764648549049758,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"14",0,0.5,0.647058823529411,0.486363636309432,0.314606741573034,0.436363636363636,0.319148936170213,0.507246376811594,0.36231884057971,0.428571428571428,0.414003319604078,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"3220",0.8,0.5,0.470588235294118,0.268181818262442,0.151685393258427,0.490909090909091,0.25531914893617,0.695652173913044,0.242753623188406,0.291428571428572,0.252801755033659,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1911",0.8,0.5,0.529411764705882,0.318181818277473,0.308471699204332,0.490909090909091,0.388107607292942,0.507246376811594,0.346889829421573,0.339338590378385,0.282087777204102,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"592",0.2,0.3,0.411764705882353,0.222727272794231,0.224719101123596,0.454545454545455,0.25531914893617,0.507246376811594,0.242753623188406,0.188571428571428,0.227285907599758,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2110",0.9,0.4,0.470588235294118,0.354545454752252,0.0898876404494383,0.557514715500327,0.382978723404255,0.565217391304348,0.346889829421573,0.339338590378385,0.361457565929353,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"3426",1,0.398325930987359,0.647058823529411,0.454545454381474,0.376404494382022,0.557514715500327,0.25531914893617,0.533548431313627,0.346889829421573,0.339338590378385,0.377070205089289,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1524",0.7,0.3,0.235294117647059,0.154545454591916,0.134831460674157,0.618181818181818,0.148936170212766,0.579710144927536,0.188405797101449,0.0685714285714286,0.234687047782879,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"635",0.2,0.5,0.411764705882353,0.286363636449726,0.241573033707865,0.6,0.382978723404255,0.507246376811594,0.286231884057971,0.211428571428571,0.309587477521168,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"572",0.2,0.4,0.411764705882353,0.422727272453517,0.297752808988764,0.509090909090909,0.404255319148936,0.565217391304348,0.358695652173913,0.262857142857143,0.485947984495621,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"2848",0.5,0.3,0.529411764705882,0.290909090996547,0.230337078651685,0.454545454545455,0.388107607292942,0.478260869565217,0.391304347826087,0.388571428571429,0.248696510956986,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"36",0,0.3,0.235294117647059,0.195454545513305,0.191011235955056,0.8,0.319148936170213,0.579710144927536,0.264492753623188,0.268571428571429,0.292295924303308,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1768",0.8,0.4,0.235294117647059,0.254545454621979,0.140449438202247,0.381818181818182,0.340425531914894,0.449275362318841,0.346889829421573,0.339338590378385,0.375508745510468,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"971",0.4,0.4,0.470588235294118,0.418181818608167,0.337078651685394,0.563636363636363,0.388107607292942,0.507246376811594,0.307971014492754,0.262857142857143,0.441519742287558,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"166",0,0.2,0.411764705882353,0.222727272794231,0.117977528089888,0.557514715500327,0.388107607292942,0.533548431313627,0.346889829421573,0.339338590378385,0.227285907599758,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1673",0.7,0.5,0.705882352941176,0.400000000220462,0.308988764044944,0.472727272727273,0.388107607292942,0.579710144927536,0.210144927536232,0.194285714285715,0.281487984815018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"2949",0.6,0.398325930987359,0.647058823529411,0.354545454752252,0.50561797752809,0.557514715500327,0.388107607292942,0.533548431313627,0.346889829421573,0.339338590378385,0.260994702452368,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2771",0.4,0.4,0.235294117647059,0.277272727356084,0.157303370786517,0.763636363636364,0.48936170212766,0.753623188405797,0.213768115942029,0.251428571428571,0.407513676910706,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1169",0.5,0.2,0.529411764705882,0.327272727671746,0.101123595505618,0.8,0.234042553191489,0.782608695652174,0.268115942028985,0.28,0.293218199286474,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"3217",0.8,0.398325930987359,0.352941176470588,0.254545454621979,0.308471699204332,0.557514715500327,0.382978723404255,0.533548431313627,0.346889829421573,0.339338590378385,0.302623085896049,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2725",0.4,0.4,0.647058823529411,0.34545454605945,0.162921348314607,0.618181818181818,0.388107607292942,0.608695652173913,0.271739130434783,0.148571428571429,0.250442384267262,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"570",0.2,0.4,0.411764705882353,0.281818181902905,0.224719101123596,0.563636363636363,0.191489361702128,0.434782608695652,0.22463768115942,0.262857142857143,0.303708793955353,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"3178",0.8,0.3,0.470588235294118,0.290909090996547,0.162921348314607,0.636363636363636,0.170212765957447,0.507246376811594,0.257246376811594,0.268571428571429,0.281395389571149,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"451",0.2,0.4,0.352941176470588,0.336363636364547,0.185393258426966,0.563636363636363,0.531914893617021,0.608695652173913,0.213768115942029,0.16,0.411441122254599,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"3430",1,0.4,0.647058823529411,0.418181818608167,0.438202247191011,0.618181818181818,0.297872340425532,0.579710144927536,0.463768115942029,0.422857142857143,0.334860931481947,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2061",0.9,0.4,0.705882352941176,0.73636363688564,0.550561797752809,0.272727272727273,0.638297872340426,0.36231884057971,0.478260869565217,0.582857142857143,0.661848428953701,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"735",0.3,0.4,0.588235294117647,0.481818182464081,0.353932584269663,0.527272727272727,0.531914893617021,0.463768115942029,0.304347826086957,0.32,0.444844228833526,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"1603",0.7,0.4,0.764705882352941,0.704545454957682,0.52808988764045,0.363636363636364,0.388107607292942,0.478260869565217,0.431159420289855,0.377142857142857,0.586059530468833,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"2481",0.1,0.398325930987359,0.705882352941176,0.777272727506399,0.865168539325843,0.218181818181818,0.361702127659574,0.130434782608696,0.833333333333334,0.897142857142857,0.708108483105292,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"586",0.2,0.4,0.411764705882353,0.190909090966484,0.0898876404494383,0.618181818181818,0.388107607292942,0.695652173913044,0.346889829421573,0.339338590378385,0.186135122639052,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"56",0,0.3,0.705882352941176,0.463636364076377,0.314606741573034,0.581818181818182,0.382978723404255,0.492753623188406,0.202898550724638,0.262857142857143,0.353448068665529,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"363",0.1,0.3,0.352941176470588,0.222727272794231,0.101123595505618,0.690909090909091,0.340425531914894,0.608695652173913,0.346889829421573,0.339338590378385,0.260304960645502,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"1528",0.7,0.3,0.588235294117647,0.427272727300968,0.264044943820225,0.563636363636363,0.404255319148936,0.434782608695652,0.346889829421573,0.339338590378385,0.379830691586157,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3163",0.8,0.5,0.705882352941176,0.718181818497935,0.724719101123595,0.290909090909091,0.404255319148936,0.318840579710145,0.655797101449275,0.588571428571429,0.64128840493449,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1570",0.7,0.2,0.411764705882353,0.34545454605945,0.140449438202247,0.545454545454545,0.388107607292942,0.579710144927536,0.346889829421573,0.339338590378385,0.386010363876764,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"1964",0.9,0.3,0.235294117647059,0.186363636419663,0.174157303370787,0.618181818181818,0.234042553191489,0.507246376811594,0.346889829421573,0.339338590378385,0.279493951743212,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"675",0.3,0.2,0.588235294117647,0.422727272453517,0.202247191011236,0.745454545454545,0.531914893617021,0.652173913043478,0.231884057971014,0.177142857142857,0.374412896707178,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"1645",0.7,0.5,0.411764705882353,0.436363636995871,0.376404494382022,0.4,0.361702127659574,0.463768115942029,0.257246376811594,0.171428571428572,0.503584035193066,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"947",0.4,0.3,0.294117647058823,0.268181818262442,0.252808988764045,0.709090909090909,0.319148936170213,0.666666666666667,0.152173913043478,0.171428571428572,0.356943272978528,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"567",0.2,0.4,0.705882352941176,0.522727273084841,0.320224719101124,0.557514715500327,0.388107607292942,0.533548431313627,0.346889829421573,0.339338590378385,0.420268146836331,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1258",0.5,0.4,0.176470588235294,0.109090909123705,0.0224719101123596,0.745454545454545,0.382978723404255,0.63768115942029,0.210144927536232,0.142857142857143,0.20348639289723,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1279",0.5,0.4,0.764705882352941,0.800000000741555,0.544943820224719,0.363636363636364,0.446808510638298,0.318840579710145,0.673913043478261,0.502857142857143,0.691249702770979,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"863",0.4,0.4,0.647058823529411,0.522727273084841,0.314606741573034,0.557514715500327,0.404255319148936,0.533548431313627,0.346889829421573,0.339338590378385,0.45621259321142,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"154",0,0.4,0.352941176470588,0.222727272794231,0.168539325842697,0.618181818181818,0.319148936170213,0.63768115942029,0.260869565217391,0.36,0.260304960645502,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1070",0.4,0.3,0.588235294117647,0.750000000425893,0.432584269662922,0.327272727272727,0.617021276595745,0.434782608695652,0.373188405797101,0.531428571428572,0.764494120191395,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2519",0.2,0.5,0.588235294117647,0.300000000090189,0.219101123595506,0.727272727272727,0.25531914893617,0.507246376811594,0.423913043478261,0.354285714285714,0.228132438008961,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1788",0.8,0.3,0.411764705882353,0.227272727341052,0.224719101123596,0.490909090909091,0.148936170212766,0.608695652173913,0.346889829421573,0.339338590378385,0.233164591165573,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"908",0.4,0.5,0.411764705882353,0.209090909153768,0.196629213483146,0.557514715500327,0.388107607292942,0.533548431313627,0.346889829421573,0.339338590378385,0.209649856902312,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"2138",1,0.6,0.823529411764706,0.763636363966146,0.466292134831461,0.581818181818182,0.446808510638298,0.478260869565217,0.5,0.44,0.611232423532729,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"2172",1,0.3,0.647058823529411,0.454545454381474,0.157303370786517,0.8,0.382978723404255,0.710144927536232,0.192028985507246,0.234285714285714,0.377070205089289,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"1496",0.6,0.5,0.294117647058823,0.209090909153768,0.162921348314607,0.563636363636363,0.170212765957447,0.507246376811594,0.25,0.257142857142857,0.276090978569576,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"2915",0.5,0.398325930987359,0.470588235294118,0.372727273139956,0.337078651685394,0.557514715500327,0.388107607292942,0.533548431313627,0.346889829421573,0.339338590378385,0.384332473646037,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2411",0.1,0.3,0.529411764705882,0.481818182464081,0.359550561797753,0.557514715500327,0.382978723404255,0.533548431313627,0.346889829421573,0.339338590378385,0.482435374253342,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1401",0.6,0.3,0.470588235294118,0.300000000090189,0.168539325842697,0.636363636363636,0.361702127659574,0.695652173913044,0.27536231884058,0.148571428571429,0.292832843212762,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"1803",0.8,0.5,0.529411764705882,0.2590909091688,0.224719101123596,0.490909090909091,0.191489361702128,0.550724637681159,0.346889829421573,0.339338590378385,0.209740033885412,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"817",0.3,0.4,0.588235294117647,0.30454545463701,0.146067415730337,0.709090909090909,0.388107607292942,0.63768115942029,0.315217391304348,0.148571428571429,0.23355023288794,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"74",0,0.3,0.529411764705882,0.34545454605945,0.331460674157303,0.472727272727273,0.388107607292942,0.420289855072464,0.282608695652174,0.377142857142857,0.315479043451218,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1807",0.8,0.5,0.705882352941176,0.718181818497935,0.573033707865169,0.309090909090909,0.446808510638298,0.260869565217391,0.518115942028986,0.588571428571429,0.64128840493449,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3079",0.7,0.4,0.647058823529411,0.445454545688673,0.308988764044944,0.618181818181818,0.340425531914894,0.623188405797101,0.260869565217391,0.297142857142857,0.366517886904182,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"554",0.2,0.3,0.470588235294118,0.327272727671746,0.157303370786517,0.618181818181818,0.361702127659574,0.565217391304348,0.27536231884058,0.285714285714286,0.327145204571058,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"346",0.1,0.4,0.647058823529411,0.750000000425893,0.48314606741573,0.557514715500327,0.388107607292942,0.533548431313627,0.346889829421573,0.339338590378385,0.720020553474039,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"311",0.1,0.4,0.588235294117647,0.436363636995871,0.264044943820225,0.6,0.340425531914894,0.507246376811594,0.297101449275362,0.348571428571429,0.390666281344114,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"2948",0.6,0.398325930987359,0.411764705882353,0.190909090966484,0.219101123595506,0.545454545454545,0.106382978723404,0.594202898550725,0.188405797101449,0.108571428571429,0.186135122639052,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2012",0.9,0.4,0.529411764705882,0.368181818292505,0.320224719101124,0.472727272727273,0.404255319148936,0.565217391304348,0.355072463768116,0.339338590378385,0.343305098440419,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"3050",0.7,0.5,0.470588235294118,0.2590909091688,0.264044943820225,0.636363636363636,0.212765957446809,0.521739130434783,0.293478260869565,0.222857142857143,0.241364301392047,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
